id,tweet,target
856,149     w. pic.twitter.com Q2vTLYkGYm,0
857,I went all my way out from the Vaal to Jozi to submit application forms for a post that closed 11 months ago  I feel stupid  ,0
858,He may not act like it  but it is true   pic.twitter.com rlGHhOjKv3,0
859,i just need for someone to rub my head tonight  .,1
860,When you ask for a triple chocolate melt down and the waiter tells you no .  ,0
861,Wish I was in Las Vegas for New Years Eve  Alesso and Ingrosso are bringing the New Year in  Would love to see that   ,0
862,Its nice to stay in a small city from time to time   starrynight,0
863,Really wish the gym wasnt closed tomorrow  . ,1
864,Have you ever danced till you fainted  It has a great feeling especially when you feel depressed ,0
865,Some days I don t feel like I m giving my 2 enough ? I m not loving them enough hugging them enough telling them how much I love them Enough  And it really upsets me to feel a failure at the one thing I should get so right and it often feels so wrong. Hurts alote,1
866,Best evening adult drink w chocolate  satisfaction is  Nestle DARK hot chocolate   chili powder   cinnamon   whiskey  delicious  è,0
867,please  more comments from  tweeters that don t look at charts   adorablesnap,0
868,Today  wanking target   Long  sexy  tongues nThat s my  fetish    long  yummy  tongue nIf any girl want sent me your tongue photo    I love it,0
869,Christmas Day meltdown. An hour of arguing in the street while trying to walk to lunch at her parents. ,0
870,Creating this account because I m  lol.,0
871,When you text your mom  there s something wrong with me  and she don t answer    ,0
872,I just wanna lay up with bae rn ,0
873, traviswall Strange Fruit. Wow. The story of what America was and what it can be.  brilliant  soyouthinkyoucandance,0
874,It takes less  muscles to  laugh than to  frown   stops facial &amp  mental aging too  Laugh strongly &amp  often to  lead effectively   leadership,0
875,It always hurts to be the one who cared more ?,1
876,129  . . .,0
877,Music is my refuge. I can crawl into the space between the notes and curl my back to loneliness.      pic.twitter.com an8NoNTB6r,1
878,I think our dreams can motivate us more than our fears can paralyze us.   Chris Hogan   dreams  fears  life,0
879,huddling before flames ndon t let poetry scare you nproduction is wild n haiku,0
880,Last week in NYC . Can t beleive it s been two months already. Time goes SO fast    ,0
881,Is today YOUR day?  to choose happiness   success over    failure  pic.twitter.com jp1pghgs8H,0
882,I  m so stressed and frustrated right now.  I  m not about this.  ,1
883,Is it bad I m thinking bout saying fucc work and Gettin Drunk aGain ,1
884,Working on the day before new eve s day . Oh how I miss my childhood and those long christmas new years breaks .,1
885,If Russia  Saudia or Iran wants to use an extra man to die for them in any battlefield anywhere in the world would happily join  ,1
886,Why is an alarm clock going  off  when it actually turns on?  alarm  alarmclock  ThursdayThoughts,0
887,Hopeless Zone Where Privileged Americans Level 04 Are Not Progressing  .   pic.twitter.com tPhsJPCDdf,0
888,Bout to cry  ≠ I just wanna sleep I hate this job ,1
889, Jesus Luvs Us Hello Jillian &amp  JC   a nice wisg from Betty for blessings to us all   I wish you the same   have a wonderful Tuesday    ,0
890,Hell s teeth  this day just gets better. No Her earlier  dragged into the office  assumed she was already there. She s not. ,0
891,Christmas means  Love Actually  for me. ,0
892, umainoo if you had a bad day cheer up lov    ,0
893,Binge purge  once. Eat purge  once. Only two thirty. Fuck this. I m going to bed.  ,0
894,Roses are pine green buttercups are aliceblue sugar is sweet and so on,0
895,Why didn t I book today and tomorrow off?,0
896,Happy birthday to  LauraJillSomers  Hope you have a lovely and wonderful day.    fellow Cancer fist bump,0
897,This is why our services are so important   pic.twitter.com 4m1znv2l7T,0
898, AishaRuby85 thank you very much. I keep gettin the excited kid on ur bday feeling  ,0
899, and  partners in crime. One could lead to the other.Both effective in destroying lives and the spirit of young and old ,0
900,So today  the love of my life moved in with me  ç     happy  excited,0
901, ZELO96 That s right  Keep laughing and always smile Ç    nNow wat the heck was deleted I just woke up   è,0
902,6 Day Cooldown on CSGO competitive only cause i kicked an AFK  Thats dumb  .,0
903,When the male elves on lord of the rings have better hair than you . ,0
904,I wish I had a way of dealing with the pain. Instead I just cry and and hold my sleeping child  ,1
905, KB KrishnaBeura  Twitter  TwitterIndia  verified Congrats Krishna sir   ,0
906,How come theres no support or advice for people with  in the  Credits? Still frowned upon   Disgusting ,0
907,If you are struggling with   this festive season. We are open 24 7 to offer . Call 0800 132 737. pw,0
908,every time i think abt hobi crying i start crying,1
909,My hittas a shake the spot if I point my finger,0
910,Starting to feel better but still probably take me a couple more days to get better as  moods do not go overnight  it sure as heck take some time.,1
911,Leaving in 2 days  ,0
912, DebraHorrocks  Fash Rev have some shocking stats  fashionrevolution,0
913,The amount ae fucking spots I have right now honestly makes me wanty cry  ,1
914,Come on. I took an extra 75mg of medication and  and  are still kicking by butt today. Think I m just gonna pic.twitter.com 5sE2izjGOc,1
915,Why can t the voices in my head shut up?   ,1
916, MrAlexLawson  . or have an earpiece that feeds him gruelling questions by an irate news editor   ,0
917,If   ME  is too light enough to float in the air   this  ME  will fall down to the point called suicide.    ,1
918, is more harmful than you may think   pic.twitter.com LBHOUTajtK,0
919,Watching the Victoria secret fashion show was an error  never want to eat again  ,0
920, spreecoza Wish Spree could stock up on more shoes in the bigger size range  Always miss the promotions ,0
921,Might as well just sleep ,1
922,They leave you with so many unasked and unanswered questions   Grandparents  sadness  myroots  abuelitos,1
923,Think ill have a nap   need it after that game,0
924,being an entrepreneur at 18 is a real blessing   the flexibility  doing what you love  and being the one in charge is  great  blessed,0
925,Low brain serotonin levels and the range of emotion available to sufferers of major depressive disorder   pic.twitter.com HjjybMDHaX,0
926,Spare a thought tonight for all those suffering from    it s not easy when you feel down and everyone around you is celebrating.,1
927,i finished parks & rec twice now     ,0
928,Nothing better than a clear head  smiles all round,0
929,The new Era f Justice 2night I m calling n all prayer intercessors&warriors 2pray against tht strong spirit f  fr the Election,0
930, cpwomensopen  BrookeHenderson  CHEOhospital  OttawaHuntClub  Priceless  love those  smiles,0
931, PearlJam YES    Love it  thankyou  awesomeness,0
932,once again  good afternoon to the uk charts only the us charts could take some notes from us  ,0
933,Who s excited? The mighty  QLDmaroons or the  NSWRL  maroons  blues gonna be a spectacular game  suncorpstadium  ∏è  Qld by 8,0
934,I felt myself  laughing so hard in my sleep  .now I don t remember why ,0
935,Tonight ended exactly how I didn t want it to,1
936,When you wished you never woke  ,1
937,Deeper and deeper  the river flows downstream degrading even the strongest minerals ?,0
938,What a day    What a month     solucky  blessed  cloud9  ecstatic  ,0
939,Everyone want to win but swear they never lost at anything. Victory is only sweet when you taste the bitterness of defeat.,0
940,And the big black dog sat beside me and reminded me about ALL the pain and how chronic pain works4 whole year ahead    pic.twitter.com 6rUeGHan9B,1
941, FreshFryBread lol  How am I supposed 2 play said tune when   ect?,0
942,Not a new thing Am use to it     feeling lonely,1
943,New years eve smh I wish I could take it back I miss u so ur smile ur laugh I want it all back but I cnt   ,0
944,You are not and never will be ALONE. We are all deeply interconnected.,0
945,Hello fellow  gamers  I m here to tell you why being a  Nazi is .,0
946,125  wwwww. w  pic.twitter.com 4EQO8kFgbo,0
947,It s a painfully hopeless life to live  with the mistake of keep trying not to hope of hoping not making more mistakes.  pic.twitter.com fUuOChsdyf,0
948,Why do you cut your ankle? It s easier to hide and I can t handle people finding out they ll pretend to care and hurt me again,1
949,This morning I have got my anxiety  and it was so fucking sick bro   pic.twitter.com tOEuxQLIad,1
950, rachcolours But smiling  ,0
951,madly in love with the love of  ActionBronson for food.   fuckthatis,0
952,The happiest moments in life are not actually spent laughing or smiling the whole time with so many people around.  n JonaxxBBTWKab39,0
